npz_path,npz_file_name,style_name,style_description,movement_type,movement_type_label,filename_style_prefix,style_name_matches_filename,clip_text_prompt,llm_model
data/Q1/100STYLE/ArmsFolded/ArmsFolded_FR.npz,ArmsFolded_FR.npz,ArmsFolded,Right arm folded over left,FR,Forwards Running,ArmsFolded,True,A person runs forward with the right arm folded over the left.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/ArmsFolded/ArmsFolded_FW.npz,ArmsFolded_FW.npz,ArmsFolded,Right arm folded over left,FW,Forwards Walking,ArmsFolded,True,A person walks forward with the right arm folded over the left.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/ArmsFolded/ArmsFolded_ID.npz,ArmsFolded_ID.npz,ArmsFolded,Right arm folded over left,ID,Idling,ArmsFolded,True,A person stands idle with their right arm folded over their left.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/ArmsFolded/ArmsFolded_SR.npz,ArmsFolded_SR.npz,ArmsFolded,Right arm folded over left,SR,Sidestep Running,ArmsFolded,True,"A person runs with a sidestep, right arm folded over left.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/ArmsFolded/ArmsFolded_SW.npz,ArmsFolded_SW.npz,ArmsFolded,Right arm folded over left,SW,Sidestep Walking,ArmsFolded,True,A person walks sideways with their right arm folded over their left.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/ArmsFolded/ArmsFolded_TR1.npz,ArmsFolded_TR1.npz,ArmsFolded,Right arm folded over left,TR1,Transition 1,ArmsFolded,True,Human motion of transitioning with the right arm folded over the left.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_BR.npz,Balance_BR.npz,Balance,Arms out to side for balance - tilting side to side,BR,Backwards Running,Balance,True,A person runs backwards with arms extended sideways for balance while tilting side to side.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_BW.npz,Balance_BW.npz,Balance,Arms out to side for balance - tilting side to side,BW,Backwards Walking,Balance,True,A person walks backwards with arms extended sideways for balance while tilting side to side.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_FR.npz,Balance_FR.npz,Balance,Arms out to side for balance - tilting side to side,FR,Forwards Running,Balance,True,"A person runs forward with arms outstretched for balance, tilting side to side.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_FW.npz,Balance_FW.npz,Balance,Arms out to side for balance - tilting side to side,FW,Forwards Walking,Balance,True,"A person walks forward with arms out to the sides for balance, tilting side to side.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_ID.npz,Balance_ID.npz,Balance,Arms out to side for balance - tilting side to side,ID,Idling,Balance,True,A person tilts side to side with arms extended for balance while idling.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_SR.npz,Balance_SR.npz,Balance,Arms out to side for balance - tilting side to side,SR,Sidestep Running,Balance,True,"A person sidestep runs, tilting side to side with arms out for balance.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_SW.npz,Balance_SW.npz,Balance,Arms out to side for balance - tilting side to side,SW,Sidestep Walking,Balance,True,"A person sidesteps with arms out for balance, tilting side to side.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/Balance/Balance_TR1.npz,Balance_TR1.npz,Balance,Arms out to side for balance - tilting side to side,TR1,Transition 1,Balance,True,A person tilts side to side with arms out for balance during a lower body transition.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_BR.npz,BeatChest_BR.npz,BeatChest,Beat chest while moving normally,BR,Backwards Running,BeatChest,True,Human motion of beating chest while running backwards.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_BW.npz,BeatChest_BW.npz,BeatChest,Beat chest while moving normally,BW,Backwards Walking,BeatChest,True,A person beats their chest while walking backwards.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_FR.npz,BeatChest_FR.npz,BeatChest,Beat chest while moving normally,FR,Forwards Running,BeatChest,True,Human motion of running forward while beating the chest.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_FW.npz,BeatChest_FW.npz,BeatChest,Beat chest while moving normally,FW,Forwards Walking,BeatChest,True,A person beats their chest while walking forwards.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_ID.npz,BeatChest_ID.npz,BeatChest,Beat chest while moving normally,ID,Idling,BeatChest,True,A person beats their chest while idling.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_SR.npz,BeatChest_SR.npz,BeatChest,Beat chest while moving normally,SR,Sidestep Running,BeatChest,True,A person beats their chest while sidestepping and running.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_SW.npz,BeatChest_SW.npz,BeatChest,Beat chest while moving normally,SW,Sidestep Walking,BeatChest,True,A person sidesteps while beating their chest.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BeatChest/BeatChest_TR1.npz,BeatChest_TR1.npz,BeatChest,Beat chest while moving normally,TR1,Transition 1,BeatChest,True,A person beats their chest while transitioning with their lower body.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_BR.npz,BentForward_BR.npz,BentForward,Tilt torso forwards,BR,Backwards Running,BentForward,True,A person tilts their torso forwards while running backwards.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_BW.npz,BentForward_BW.npz,BentForward,Tilt torso forwards,BW,Backwards Walking,BentForward,True,A person tilts their torso forward while walking backwards.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_FR.npz,BentForward_FR.npz,BentForward,Tilt torso forwards,FR,Forwards Running,BentForward,True,Human motion of tilting the torso forwards while running.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_FW.npz,BentForward_FW.npz,BentForward,Tilt torso forwards,FW,Forwards Walking,BentForward,True,A person walks forward while tilting their torso forward.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_ID.npz,BentForward_ID.npz,BentForward,Tilt torso forwards,ID,Idling,BentForward,True,A person tilts their torso forward while their lower body remains idle.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_SR.npz,BentForward_SR.npz,BentForward,Tilt torso forwards,SR,Sidestep Running,BentForward,True,Human motion of tilting the torso forward while sidestep running.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_SW.npz,BentForward_SW.npz,BentForward,Tilt torso forwards,SW,Sidestep Walking,BentForward,True,A person tilts their torso forwards and sidesteps.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentForward/BentForward_TR1.npz,BentForward_TR1.npz,BentForward,Tilt torso forwards,TR1,Transition 1,BentForward,True,Human motion of tilting the torso forward while transitioning the lower body.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_BR.npz,BentKnees_BR.npz,BentKnees,Bend knees as much as possible,BR,Backwards Running,BentKnees,True,A person runs backwards with knees bent as much as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_BW.npz,BentKnees_BW.npz,BentKnees,Bend knees as much as possible,BW,Backwards Walking,BentKnees,True,A person walks backwards while crouching deeply.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_FR.npz,BentKnees_FR.npz,BentKnees,Bend knees as much as possible,FR,Forwards Running,BentKnees,True,A person runs forwards while bending their knees as much as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_FW.npz,BentKnees_FW.npz,BentKnees,Bend knees as much as possible,FW,Forwards Walking,BentKnees,True,A person walks forward with knees bent as much as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_ID.npz,BentKnees_ID.npz,BentKnees,Bend knees as much as possible,ID,Idling,BentKnees,True,A person bends their knees fully while idling.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_SR.npz,BentKnees_SR.npz,BentKnees,Bend knees as much as possible,SR,Sidestep Running,BentKnees,True,A person bends their knees deeply while sidestepping and running.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_SW.npz,BentKnees_SW.npz,BentKnees,Bend knees as much as possible,SW,Sidestep Walking,BentKnees,True,A person walks sideways while bending their knees as much as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BentKnees/BentKnees_TR1.npz,BentKnees_TR1.npz,BentKnees,Bend knees as much as possible,TR1,Transition 1,BentKnees,True,A person deeply bends their knees while performing a transitional movement.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_BR.npz,BigSteps_BR.npz,BigSteps,As large steps as possible,BR,Backwards Running,BigSteps,True,A person runs backwards while taking as large steps as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_BW.npz,BigSteps_BW.npz,BigSteps,As large steps as possible,BW,Backwards Walking,BigSteps,True,"A person walks backwards, taking as large steps as possible.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_FR.npz,BigSteps_FR.npz,BigSteps,As large steps as possible,FR,Forwards Running,BigSteps,True,A person runs forwards with as large steps as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_FW.npz,BigSteps_FW.npz,BigSteps,As large steps as possible,FW,Forwards Walking,BigSteps,True,A person walks forwards with steps as large as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_ID.npz,BigSteps_ID.npz,BigSteps,As large steps as possible,ID,Idling,BigSteps,True,A person idles with upper body movements mimicking large steps.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_SR.npz,BigSteps_SR.npz,BigSteps,As large steps as possible,SR,Sidestep Running,BigSteps,True,A person sidestep runs with as large steps as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_SW.npz,BigSteps_SW.npz,BigSteps,As large steps as possible,SW,Sidestep Walking,BigSteps,True,A person sidesteps with large strides.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BigSteps/BigSteps_TR1.npz,BigSteps_TR1.npz,BigSteps,As large steps as possible,TR1,Transition 1,BigSteps,True,A person transitions by taking as large steps as possible.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_BR.npz,BouncyLeft_BR.npz,BouncyLeft,Step normally with right foot but spring off left foot,BR,Backwards Running,BouncyLeft,True,"A person runs backwards, stepping normally with the right foot and springing off the left foot.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_BW.npz,BouncyLeft_BW.npz,BouncyLeft,Step normally with right foot but spring off left foot,BW,Backwards Walking,BouncyLeft,True,"A person walks backwards, stepping normally with the right foot and springing off the left foot.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_FR.npz,BouncyLeft_FR.npz,BouncyLeft,Step normally with right foot but spring off left foot,FR,Forwards Running,BouncyLeft,True,"A person runs forwards, stepping normally with the right foot and springing off the left foot.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_FW.npz,BouncyLeft_FW.npz,BouncyLeft,Step normally with right foot but spring off left foot,FW,Forwards Walking,BouncyLeft,True,"A person walks forwards, stepping normally with the right foot and springing off the left foot.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_ID.npz,BouncyLeft_ID.npz,BouncyLeft,Step normally with right foot but spring off left foot,ID,Idling,BouncyLeft,True,"A person steps normally with the right foot and springs off the left, while the lower body idles.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_SR.npz,BouncyLeft_SR.npz,BouncyLeft,Step normally with right foot but spring off left foot,SR,Sidestep Running,BouncyLeft,True,"A person performs sidestep running, stepping normally with the right foot and springing off the left foot.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_SW.npz,BouncyLeft_SW.npz,BouncyLeft,Step normally with right foot but spring off left foot,SW,Sidestep Walking,BouncyLeft,True,A person sidesteps while stepping normally with the right foot and springing off the left foot.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_TR1.npz,BouncyLeft_TR1.npz,BouncyLeft,Step normally with right foot but spring off left foot,TR1,Transition 1,BouncyLeft,True,A person transitions by stepping normally with the right foot and springing off the left foot.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyLeft/BouncyLeft_TR2.npz,BouncyLeft_TR2.npz,BouncyLeft,Step normally with right foot but spring off left foot,TR2,Transition 2,BouncyLeft,True,A person transitions by stepping normally with the right foot and springing off the left foot.,Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyRight/BouncyRight_BR.npz,BouncyRight_BR.npz,BouncyRight,Step normally with left foot but spring off right foot,BR,Backwards Running,BouncyRight,True,"A person runs backwards, stepping normally with the left foot and springing off the right foot.",Pro/deepseek-ai/DeepSeek-V3.2
data/Q1/100STYLE/BouncyRight/BouncyRight_BW.npz,BouncyRight_BW.npz,BouncyRight,Step normally with left foot but spring off right foot,BW,Backwards Walking,BouncyRight,True,Human motion of stepping normally with the left foot while springing off the right foot and walking backwards.,Pro/deepseek-ai/DeepSeek-V3.2
